0	5
1	6
2	5
3	5
4	4
5	6
6	6
7	5
8	5
9	5
10	5
11	5
12	6
13	5
14	4
15	6
16	6
17	6
18	5
19	6
20	6
21	4
22	6
23	5
24	5
25	5
26	5
27	6
28	6
29	5
30	4
31	5
32	5
33	4
34	6
35	6
36	6
37	5
38	4
39	5
40	4
41	6
42	5
43	6
44	5
45	6
46	4
47	4
48	5
49	4
50	6
51	4
52	4
53	5
54	4
55	4
56	5
57	6
58	6
59	5
60	5
61	4
62	4
63	6
64	5
65	6
66	6
67	4
68	6
69	6
70	5
71	6
72	5
73	4
74	6
75	6
76	4
77	4
78	4
79	5
80	4
81	5
82	6
83	5
84	4
85	6
86	5
87	5
88	5
89	5
90	4
91	5
92	6
93	4
94	5
95	6
96	4
97	4
98	5
99	6
100	5
101	6
102	4
103	5
104	5
105	4
106	6
107	5
108	5
109	5
110	5
111	6
112	5
113	4
114	6
115	6
116	4
117	6
118	4
119	5
120	6
121	6
122	6
123	6
124	5
125	4
126	4
127	6
128	4
129	5
130	5
131	5
132	6
133	4
134	5
135	6
136	4
137	4
138	4
139	5
140	4
141	4
142	5
143	4
144	5
145	6
146	6
147	4
148	4
149	4
150	4
151	4
152	4
153	5
154	6
155	6
156	6
157	5
158	4
159	5
160	6
161	6
162	5
163	4
164	5
165	6
166	5
167	6
168	4
169	5
170	6
171	6
172	6
173	5
174	4
175	5
176	4
177	6
178	6
179	5
180	5
181	4
182	5
183	6
184	6
185	6
186	6
187	5
188	6
189	4
190	4
191	4
192	4
193	5
194	6
195	5
196	6
197	4
198	4
199	6
200	5
201	5
202	5
203	6
204	5
205	5
206	5
207	4
208	5
209	5
210	6
211	4
212	5
213	4
214	5
215	6
216	6
217	6
218	6
219	6
220	5
221	6
222	6
223	4
224	6
225	6
226	4
227	4
228	4
229	4
230	4
231	4
232	4
233	5
234	6
235	6
236	5
237	4
238	4
239	4
240	6
241	5
242	5
243	6
244	6
245	6
246	6
247	5
248	4
249	6
250	4
251	6
252	4
253	4
254	5
255	5
256	4
257	5
258	5
259	6
260	4
261	5
262	5
263	6
264	5
265	5
266	6
267	4
268	5
269	4
270	6
271	4
272	6
273	5
274	5
275	6
276	6
277	4
278	5
279	5
280	5
281	4
282	6
283	5
284	5
285	6
286	6
287	6
288	4
289	4
290	5
291	5
292	6
293	4
294	5
295	6
296	5
297	6
298	4
299	4
300	6
301	5
302	6
303	6
304	5
305	5
306	6
307	5
308	5
309	5
310	4
311	6
312	4
313	6
314	5
315	4
316	4
317	6
318	5
319	6
320	6
321	6
322	5
323	5
324	4
325	4
326	5
327	6
328	5
329	6
330	6
331	6
332	6
333	4
334	4
335	4
336	4
337	6
338	6
339	6
340	4
341	4
342	4
343	6
344	6
345	6
346	5
347	5
348	4
349	4
350	4
351	6
352	4
353	5
354	5
355	5
356	4
357	4
358	6
359	4
360	4
361	6
362	4
363	4
364	5
365	5
366	4
367	5
368	6
369	4
370	4
371	6
372	5
373	6
374	6
375	4
