1311	5
0	863	171	0.12159646302461624	0.0019960079807788134	0.7071067811865475	0.0	0.625
1	725	367	0.0826718658208847	0.0019960079807788134	0.14907119849998599	0.22641509433962265	0.5
2	75	777	0.28628093004226685	0.0019960079807788134	0.7071067811865475	0.11320754716981132	0.625
3	597	630	0.3685290515422821	0.0019960079807788134	0.7071067811865475	0.07547169811320754	0.5
4	833	33	0.6291569471359253	0.003992015961557627	0.19999999999999998	0.018867924528301886	0.0
5	637	492	0.052049100399017334	0.003992015961557627	0.5	0.0	0.375
6	43	16	0.21553784608840942	0.0019960079807788134	0.5773502691896258	0.018867924528301886	0.75
7	452	653	0.5282434821128845	0.007984031923115253	0.13608276348795434	0.05660377358490566	0.625
8	543	222	0.33120474219322205	0.0019960079807788134	0.408248290463863	0.03773584905660377	0.25
9	735	120	0.48259758949279785	0.10578842461109161	0.10206207261596577	0.03773584905660377	0.125
10	836	203	0.3895614445209503	0.0019960079807788134	0.3162277660168379	0.018867924528301886	0.125
11	592	803	0.3198292553424835	0.005988024175167084	0.18257418583505539	0.0	0.375
12	467	849	0.20938009023666382	0.0019960079807788134	0.7071067811865475	0.018867924528301886	0.625
13	808	324	0.13409054279327393	0.113772451877594	0.14907119849998596	0.22641509433962265	0.5
14	452	798	0.21674197912216187	0.007984031923115253	0.18257418583505539	1.0	0.5
15	513	13	0.24966022372245789	0.0019960079807788134	0.2886751345948129	0.018867924528301886	1.0
16	255	673	0.5453779101371765	0.06586826592683792	0.08451542547285167	0.0	0.5
17	701	769	0.48773542046546936	0.0	0.5773502691896258	1.0	1.0
18	191	173	0.6561211943626404	0.003992015961557627	0.2886751345948129	0.1509433962264151	1.0
19	375	327	0.2905929684638977	0.269461065530777	0.09901475429766744	0.11320754716981132	1.0
20	753	185	0.090175561606884	0.2235528975725174	0.1543033499620919	0.11320754716981132	1.0
21	115	9	0.13892675936222076	0.0019960079807788134	0.5773502691896258	0.0	0.625
22	761	771	0.15754114091396332	0.0019960079807788134	0.13363062095621217	0.03773584905660377	0.625
23	462	10	0.13932068645954132	0.011976048350334167	0.07905694150420949	0.03773584905660377	0.625
24	631	263	0.315775066614151	0.0019960079807788134	0.35355339059327373	0.018867924528301886	0.375
25	174	603	0.051869504153728485	0.0019960079807788134	0.2886751345948129	0.018867924528301886	0.625
26	76	546	0.31069594621658325	0.049900200217962265	0.14285714285714288	0.03773584905660377	0.625
27	789	832	0.4487876892089844	0.013972056098282337	0.1259881576697424	0.018867924528301886	0.625
28	739	765	0.2613019645214081	0.003992015961557627	0.25819888974716115	0.018867924528301886	0.125
29	333	65	0.36057427525520325	0.003992015961557627	0.7071067811865475	0.018867924528301886	0.375
30	702	594	0.15615887939929962	0.0019960079807788134	0.5773502691896258	0.018867924528301886	0.375
