20080405160115	26
20080422111205	17
20080422111241	17
20080426043767	12
20080427060391	18
20080501001976	23
20080501001977	13
20080504044149	17
20080504044151	15
20080512103687	16
20080518225631	12
20080521095713	12
20080521133100	14
20080522013548	15
20080524021517	15
20080524021519	19
20080524021561	15
20080524021563	19
20080526070911	11
20080528092914	12
20080530012651	17
20080530012653	15
20080601082274	17
20080605080523	15
20080605133994	14
20080617094550	11
20080620042495	11
20080628031888	17
20080629062197	17
20080719073972	16
20080723134907	14
20080725123347	27
20080731102068	16
20080731232638	22
20080731232639	19
20080804065804	12
20080811085403	15
20080811085404	15
20080822085260	12
20080823095775	20
20080824021199	10
20080825091371	13
20080825100384	23
20080826044658	22
20080826100805	23
20080829112494	23
20080831035665	11
20080831035666	11
20080831035667	11
20080904091622	14
20080909083385	15
20080909083386	11
20080909083387	12
20080912080494	14
20080912080495	14
20080915070310	13
20080915070311	12
20080918235728	17
20080920074708	17
20080920075155	16
20081002020710	15
20081002020711	15
20081002020746	15
20081002020747	15
20081002034723	15
20081002034724	11
20081003043770	20
20081008045635	25
20081008045636	23
20081012003766	14
20081012003809	14
20081016060961	30
20081019035540	13
20081019035541	13
20081020092183	23
20081021075254	12
20081021075255	19
20081030041584	21
20081030112648	19
20081101040308	10
20081108030418	13
20081109093051	21
20081109093057	14
20081110031143	18
20081110042373	18
20081113096157	20
20081124064722	21
20081126014962	13
20081126014998	13
20081129002994	20
20081129045155	16
20081129045156	14
20081129045191	16
20081129045192	14
20081208070944	22
20081208093860	10
20081208093898	10
20081209010364	24
20081212010347	10
20081215112835	19
20081216114786	17
20081217003997	20
20081229014138	20
20081231010413	16
20090104234992	21
20090109073554	13
20090313064230	16
20090313064231	10
20090314034221	16
20090316224194	10
20090317085215	19
20090317224227	17
20090318083587	18
20090323090736	18
20090323224624	13
20090324091288	12
20090324224389	16
20090326045406	16
20090326225201	17
20090327104878	18
20090328005656	20
20090328005658	18
20090329224029	18
20090331021739	19
20090331224419	15
20090401224600	13
20090402225849	12
20090403091837	18
20090405032810	12
20090406224082	17
20090407104500	15
20090407224516	16
20090408093585	15
20090408224736	17
20090409095185	19
20090409224579	17
20090413224955	18
20090414225266	16
20090415101419	10
20090415224854	17
20090416225084	14
20090419224411	17
20090420092229	18
20090420224828	17
20090421102732	13
20090421225519	18
20090422224290	18
20090424022262	17
20090426224506	16
20090427225021	17
20090428224715	17
20090429091822	18
20090429224908	18
20090504224762	15
20090506225137	17
20090507092088	16
20090508115730	14
20090510224499	13
20090613080414	12
20090613080415	16
20090614044839	19
20090705042808	17
20090705224697	11
20090707225913	11
20090729094944	13
20090729224852	15
20090731012640	19
20090827013325	19
20090827013326	12
20090907003544	10
20090907095146	10
20090908103510	11
20090908233642	11
20090909120634	11
20090909234023	10
20090910103043	11
20090910233837	11
20090912080672	11
20110423103289	22
20110430072255	12
20111114054626	13
