2855	5
9893	0.7198305985654859	22950	0.18221476662993374	9896	0.024182673722135967	7516	0.019425005880686273	7444	0.018507707096356112
22957	0.5968478948751578	22956	0.17465121373623166	14200	0.0929531568058441	22955	0.05076060206706166	936	0.025537282130617935
14094	0.8359113871706217	14093	0.09994643419813921	7534	0.04040918919598512	7533	0.0209902660170336	7525	0.002697233674682017
2224	0.4035518386368142	11412	0.3170543797649597	721	0.20319023715768653	11414	0.0689742975497567	21950	0.002750756269965087
4150	0.35380967759971366	7878	0.19523366128801434	6990	0.099534907262315	4149	0.08624980603975622	7352	0.0624632675606066
7930	0.4368915694852707	14078	0.2232569786727879	2236	0.10177810279932974	2277	0.10171221918967326	14097	0.10094382114721123
5819	0.25543428066284213	11390	0.2145231686993596	9941	0.13421267170404275	2241	0.12939044934087854	2242	0.12070853763629269
12164	0.3328289195254961	5703	0.3133274139015159	25792	0.12121361888901276	10095	0.07785936804408612	10093	0.03200347281781262
27006	0.26835238099518816	27004	0.09135728053986875	26997	0.0808044765180592	27007	0.07579728127054733	27008	0.07442825302213384
15745	0.34945722139733776	20766	0.2789323967353764	15746	0.12392838540569233	5770	0.07191434340664786	20767	0.06837812037357038
2248	0.48718918023764024	213	0.09945857953414065	214	0.08289220863406489	13017	0.05537006501826824	10059	0.04628594751687029
15753	0.4647970447711996	2575	0.3429864942970627	15757	0.15856457475827143	15758	0.014126517032138125	218	0.006007384595356182
32351	0.3656954804347122	10805	0.2771549091043686	32354	0.1984780714889373	32348	0.049835404461807294	2465	0.039546500226296515
1215	0.3040695343060714	10802	0.16681774559609366	9652	0.13958746419870993	9655	0.1364438264115402	9624	0.0626608001296677
2981	0.35265431072840203	9631	0.178622920379219	14434	0.16804749232954877	28510	0.16332700037548734	14202	0.11310835179924832
26366	0.42320259560594475	9638	0.37615328068001835	25246	0.04292435487322362	25247	0.03800037810041392	26480	0.02349202994747286
25882	0.13896568827124092	19997	0.1358302066045561	25881	0.12859136961038983	19996	0.10462371610822783	29479	0.09323498210693076
26489	0.5761366875351444	26494	0.11803158619033342	19868	0.11096953847737076	26487	0.07406865607249066	26488	0.0706234746997526
20266	0.9473291965159286	16020	0.041633256437727084	16665	0.010268535349915325	16023	0.000581756864706836	18445	8.807585895718527e-05
2300	0.530089600555475	23346	0.14994071077135682	23341	0.08349192168778517	8510	0.06089815547169142	23351	0.056689791859237754
14713	0.7370625882255143	283	0.24284405171096743	14712	0.010014864076298617	486	0.007454204454596036	16687	0.0024857304598054535
28525	0.4774751346550105	6768	0.4427651078612308	520	0.05956789603830933	523	0.014145488488262038	18809	0.004577362308659269
